csv_code,ref_id,variable,survey_year,topic,selection_source,question,feature_group,year_num
Y3248200,Y32482.00,Q13-3E.06~000019,2014,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2014.0
C6034100,C60341.00,MS-BPI-28,2014,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2014.0
Y3248303,Y32483.03,Q13-3F.01~000028,2014,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2014.0
Y3248403,Y32484.03,Q13-3F.02~000028,2014,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2014.0
Y3248503,Y32485.03,Q13-3F.03~000028,2014,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2014.0
Y3248603,Y32486.03,Q13-3F.04~000028,2014,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2014.0
Y3248703,Y32487.03,Q13-3F.05~000028,2014,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2014.0
Y3248803,Y32488.03,Q13-3F.06~000028,2014,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2014.0
C5990500,C59905.00,MS-BKGN-AGECK-YA1,2014,"Household, Geography & Demographics",quick_curated_logit_predictor; substantive_lasso_top30,IS CHILD TURNING 15 YEARS OF AGE IN 2014?,family/home,2014.0
Y3332300,Y33323.00,NUMINHH2014,2014,"Household, Geography & Demographics",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,NUMBER OF HOUSEHOLD MEMBERS IN HH OF R,family/home,2014.0
Y3332600,Y33326.00,RESTYPE2014,2014,"Household, Geography & Demographics",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED,family/home,2014.0
Y3300000,Y33000.00,Q15-143,2014,"Income, Assets & Program Participation",quick_curated_logit_predictor; team_feature_lasso_top30,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH,family/home,2014.0
Y3254900,Y32549.00,Q14-10M,2014,Other / Unclassified,quick_curated_logit_predictor; substantive_lasso_top30,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL",other,2014.0
C5965500,C59655.00,CSAS024A,2014,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON,peer/neighborhood,2014.0
C5967600,C59676.00,CSAS040B,2014,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,prior delinquency/contact,2014.0
Y3325701,Y33257.01,YASR-60B-J~000002,2014,Crime & Substance Use,crime_related_variable,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED,prior delinquency/contact,2014.0
Y3326200,Y33262.00,YASR-65A~000001,2014,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,prior delinquency/contact,2014.0
Y3326201,Y33262.01,YASR-65A~000002,2014,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,prior delinquency/contact,2014.0
Y3326202,Y33262.02,YASR-65A~000003,2014,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,prior delinquency/contact,2014.0
Y3326204,Y33262.04,YASR-65A~000005,2014,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,prior delinquency/contact,2014.0
Y3326400,Y33264.00,YASR-67,2014,Crime & Substance Use,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,prior delinquency/contact,2014.0
Y3326300,Y33263.00,YASR-66,2014,Other / Unclassified,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS,prior delinquency/contact,2014.0
Y3030900,Y30309.00,Q4-5AA,2014,Crime & Substance Use,crime_related_variable,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY,school/achievement,2014.0
Y3031000,Y30310.00,Q4-5AB,2014,Crime & Substance Use,crime_related_variable,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON,school/achievement,2014.0
Y3325801,Y33258.01,YASR-61A-D~000002,2014,Crime & Substance Use,crime_related_variable,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,school/achievement,2014.0
C5967900,C59679.00,CSAS040E,2014,"Education, Training & Achievement Scores",crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON,school/achievement,2014.0
Y3325704,Y33257.04,YASR-60B-J~000005,2014,"Education, Training & Achievement Scores",crime_related_variable,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,school/achievement,2014.0
Y3327000,Y33270.00,YASR-69B,2014,Crime & Substance Use,crime_related_variable,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?,socioeconomic/work,2014.0
C5971300,C59713.00,CSAS056B,2014,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,substance/risk behavior,2014.0
C5971500,C59715.00,CSAS057B,2014,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN,substance/risk behavior,2014.0
C5972100,C59721.00,CSAS063,2014,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,substance/risk behavior,2014.0
Y3326206,Y33262.06,YASR-65A~000007,2014,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,substance/risk behavior,2014.0
Y3326207,Y33262.07,YASR-65A~000008,2014,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,substance/risk behavior,2014.0
C6102600,C61026.00,MS-BPI-31,2016,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2016.0
Y3589301,Y35893.01,Q13-3G.01~000026,2016,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2016.0
Y3589401,Y35894.01,Q13-3G.02~000026,2016,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2016.0
Y3589501,Y35895.01,Q13-3G.03~000026,2016,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2016.0
Y3589601,Y35896.01,Q13-3G.04~000026,2016,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2016.0
Y3589701,Y35897.01,Q13-3G.05~000026,2016,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2016.0
Y3589801,Y35898.01,Q13-3G.06~000026,2016,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2016.0
C6052600,C60526.00,BPMIS22016,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,behavioral/externalizing,2016.0
C6052700,C60527.00,BPEXTR2016,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2016.0
C6053200,C60532.00,BPEXTP2016,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,2016.0
C6053300,C60533.00,BPEXTZ2016,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2016.0
C6053500,C60535.00,ANTI2016,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,2016.0
C6053600,C60536.00,ANTIPX2016,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,2016.0
C6053700,C60537.00,ANTIP2016,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,2016.0
C6053800,C60538.00,ANTIZX2016,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,2016.0
C6053900,C60539.00,ANTIZ2016,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,2016.0
C6099800,C60998.00,MS-BPI-04,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2016.0
C6100000,C61000.00,MS-BPI-06,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2016.0
C6100400,C61004.00,MS-BPI-10,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2016.0
C6100500,C61005.00,MS-BPI-11,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2016.0
C6100700,C61007.00,MS-BPI-13,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2016.0
C6101300,C61013.00,MS-BPI-19,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2016.0
Y3586303,Y35863.03,Q13-3A.01~000004,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2016.0
Y3586305,Y35863.05,Q13-3A.01~000006,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2016.0
Y3586403,Y35864.03,Q13-3A.02~000004,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2016.0
Y3586405,Y35864.05,Q13-3A.02~000006,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2016.0
Y3586503,Y35865.03,Q13-3A.03~000004,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2016.0
Y3586505,Y35865.05,Q13-3A.03~000006,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2016.0
Y3586603,Y35866.03,Q13-3A.04~000004,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2016.0
Y3586605,Y35866.05,Q13-3A.04~000006,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2016.0
Y3586703,Y35867.03,Q13-3A.05~000004,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2016.0
Y3586705,Y35867.05,Q13-3A.05~000006,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2016.0
Y3586803,Y35868.03,Q13-3A.06~000004,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2016.0
Y3586805,Y35868.05,Q13-3A.06~000006,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2016.0
Y3586903,Y35869.03,Q13-3C.01~000010,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2016.0
Y3586904,Y35869.04,Q13-3C.01~000011,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2016.0
Y3587003,Y35870.03,Q13-3C.02~000010,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2016.0
Y3587004,Y35870.04,Q13-3C.02~000011,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2016.0
Y3587103,Y35871.03,Q13-3C.03~000010,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2016.0
Y3587104,Y35871.04,Q13-3C.03~000011,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2016.0
Y3587203,Y35872.03,Q13-3C.04~000010,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2016.0
Y3587204,Y35872.04,Q13-3C.04~000011,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2016.0
Y3587303,Y35873.03,Q13-3C.05~000010,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2016.0
Y3587304,Y35873.04,Q13-3C.05~000011,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2016.0
Y3587403,Y35874.03,Q13-3C.06~000010,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2016.0
Y3587404,Y35874.04,Q13-3C.06~000011,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2016.0
Y3587500,Y35875.00,Q13-3D.01~000013,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2016.0
Y3587600,Y35876.00,Q13-3D.02~000013,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2016.0
Y3587700,Y35877.00,Q13-3D.03~000013,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2016.0
Y3587800,Y35878.00,Q13-3D.04~000013,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2016.0
Y3587900,Y35879.00,Q13-3D.05~000013,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2016.0
Y3588000,Y35880.00,Q13-3D.06~000013,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2016.0
Y3588100,Y35881.00,Q13-3E.01~000019,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2016.0
Y3588200,Y35882.00,Q13-3E.02~000019,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2016.0
Y3588300,Y35883.00,Q13-3E.03~000019,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2016.0
Y3588400,Y35884.00,Q13-3E.04~000019,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2016.0
Y3588500,Y35885.00,Q13-3E.05~000019,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2016.0
Y3588600,Y35886.00,Q13-3E.06~000019,2016,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2016.0
C6102200,C61022.00,MS-BPI-28,2016,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2016.0
Y3588703,Y35887.03,Q13-3F.01~000028,2016,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2016.0
Y3588803,Y35888.03,Q13-3F.02~000028,2016,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2016.0
Y3588903,Y35889.03,Q13-3F.03~000028,2016,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2016.0
Y3589003,Y35890.03,Q13-3F.04~000028,2016,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2016.0
Y3589103,Y35891.03,Q13-3F.05~000028,2016,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2016.0
Y3589203,Y35892.03,Q13-3F.06~000028,2016,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2016.0
C6051000,C60510.00,CRES2016,2016,"Household, Geography & Demographics",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,USUAL RESIDENCE OF CHILD,family/home,2016.0
Y3676100,Y36761.00,NUMINHH2016,2016,"Household, Geography & Demographics",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,NUMBER OF HOUSEHOLD MEMBERS IN HH OF R,family/home,2016.0
Y3676400,Y36764.00,RESTYPE2016,2016,"Household, Geography & Demographics",quick_curated_logit_predictor; substantive_lasso_top30,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED,family/home,2016.0
Y3599000,Y35990.00,Q14-20A,2016,Health,quick_curated_logit_predictor; team_feature_lasso_top30,HEIGHT OF R IN INCHES (NOT INCLUDING FEET),health,2016.0
Y3563900,Y35639.00,Q12-172,2016,"Attitudes, Expectations & Non-cognitive Tests",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,HOW MANY (MORE) CHILDREN DOES R EXPECT TO HAVE? (NONE OR SELECT TO,other,2016.0
Y3662000,Y36620.00,YASR-10-1,2016,Other / Unclassified,quick_curated_logit_predictor; substantive_lasso_top30,HOW MANY HOURS IN A TYPICAL WEEK R WATCHES TV (CATEGORICAL),other,2016.0
Y3670801,Y36708.01,YASR-60B-J~000002,2016,Crime & Substance Use,crime_related_variable,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED,prior delinquency/contact,2016.0
Y3671400,Y36714.00,YASR-65A~000001,2016,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,prior delinquency/contact,2016.0
Y3671401,Y36714.01,YASR-65A~000002,2016,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,prior delinquency/contact,2016.0
Y3671402,Y36714.02,YASR-65A~000003,2016,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,prior delinquency/contact,2016.0
Y3671404,Y36714.04,YASR-65A~000005,2016,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,prior delinquency/contact,2016.0
Y3671600,Y36716.00,YASR-67,2016,Crime & Substance Use,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,prior delinquency/contact,2016.0
Y3671500,Y36715.00,YASR-66,2016,Other / Unclassified,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS,prior delinquency/contact,2016.0
Y3373600,Y33736.00,Q2-43,2016,"Attitudes, Expectations & Non-cognitive Tests",quick_curated_logit_predictor; substantive_lasso_top30,IN PAST YEAR HOW OFTEN R HAS ATTENDED RELIGIOUS SERVICES,school/achievement,2016.0
Y3396400,Y33964.00,Q4-5AA,2016,Crime & Substance Use,crime_related_variable,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY,school/achievement,2016.0
Y3396500,Y33965.00,Q4-5AB,2016,Crime & Substance Use,crime_related_variable,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON,school/achievement,2016.0
Y3670901,Y36709.01,YASR-61A-D~000002,2016,Crime & Substance Use,crime_related_variable,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,school/achievement,2016.0
Y3670804,Y36708.04,YASR-60B-J~000005,2016,"Education, Training & Achievement Scores",crime_related_variable,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,school/achievement,2016.0
Y3456000,Y34560.00,QES-71A.01,2016,Employment,quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF,socioeconomic/work,2016.0
Y3671406,Y36714.06,YASR-65A~000007,2016,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,substance/risk behavior,2016.0
Y3671407,Y36714.07,YASR-65A~000008,2016,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,substance/risk behavior,2016.0
Y4210701,Y42107.01,Q13-3G.01~000026,2018,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2018.0
Y4210801,Y42108.01,Q13-3G.02~000026,2018,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2018.0
Y4210901,Y42109.01,Q13-3G.03~000026,2018,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2018.0
Y4211001,Y42110.01,Q13-3G.04~000026,2018,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2018.0
Y4211101,Y42111.01,Q13-3G.05~000026,2018,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2018.0
Y4208203,Y42082.03,Q13-3A.01~000004,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2018.0
Y4208205,Y42082.05,Q13-3A.01~000006,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2018.0
Y4208303,Y42083.03,Q13-3A.02~000004,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2018.0
Y4208305,Y42083.05,Q13-3A.02~000006,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2018.0
Y4208403,Y42084.03,Q13-3A.03~000004,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2018.0
Y4208405,Y42084.05,Q13-3A.03~000006,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2018.0
Y4208503,Y42085.03,Q13-3A.04~000004,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2018.0
Y4208505,Y42085.05,Q13-3A.04~000006,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2018.0
Y4208603,Y42086.03,Q13-3A.05~000004,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2018.0
Y4208605,Y42086.05,Q13-3A.05~000006,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2018.0
Y4208703,Y42087.03,Q13-3C.01~000010,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2018.0
