C0000100,rank,csv_code,shap_logit,abs_shap_logit,base_logit,predicted_logit,probability,y_true,ref_id,variable,survey_year,feature_group,question
372703,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.4524101909906659,0.6112121254068204,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
372703,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.4524101909906659,0.6112121254068204,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
372703,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.4524101909906659,0.6112121254068204,0,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
372703,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.4524101909906659,0.6112121254068204,0,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
253802,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
253802,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
253802,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
253802,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
253802,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
253802,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
253802,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
253802,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
493302,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
493302,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
493302,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
493302,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
493302,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
493302,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
493302,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
493302,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
56302,1,C0005700,-0.5475052743472311,0.5475052743472311,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
56302,2,C0008048,-0.3330746269312862,0.3330746269312862,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
56302,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
56302,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
56302,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
56302,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
56302,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
56302,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
475705,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.38909371324597763,0.5960645101869196,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
475705,2,Y3599000,-0.2260103118778323,0.2260103118778323,0.04361990643584945,0.38909371324597763,0.5960645101869196,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
475705,3,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.38909371324597763,0.5960645101869196,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
475705,4,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.38909371324597763,0.5960645101869196,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
475705,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.38909371324597763,0.5960645101869196,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
475705,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.38909371324597763,0.5960645101869196,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
475705,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.38909371324597763,0.5960645101869196,0,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
475705,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.38909371324597763,0.5960645101869196,0,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
373902,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.5994025293118159,0.645519602455574,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
373902,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.5994025293118159,0.645519602455574,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
373902,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
373902,4,Y2590306,-0.0589170221596157,0.0589170221596157,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
373902,5,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
373902,6,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
373902,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
373902,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
136202,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.5994025293118159,0.645519602455574,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
136202,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.5994025293118159,0.645519602455574,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
136202,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
136202,4,Y2590306,-0.0589170221596157,0.0589170221596157,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
136202,5,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
136202,6,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
136202,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
136202,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.5994025293118159,0.645519602455574,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
268001,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
268001,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
268001,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
268001,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
268001,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
268001,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
268001,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
268001,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
477402,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
477402,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
477402,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
477402,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
477402,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
477402,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
477402,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
477402,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
311802,1,Y3254900,-0.3715484125405617,0.3715484125405617,0.04361990643584945,-0.08097898329941315,0.4797663099968175,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
311802,2,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,-0.08097898329941315,0.4797663099968175,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
311802,3,Y3599000,-0.17367590956288279,0.17367590956288279,0.04361990643584945,-0.08097898329941315,0.4797663099968175,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
311802,4,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,-0.08097898329941315,0.4797663099968175,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
311802,5,Y3332600,-0.05704717302799518,0.05704717302799518,0.04361990643584945,-0.08097898329941315,0.4797663099968175,0,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
311802,6,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,-0.08097898329941315,0.4797663099968175,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
311802,7,C6051000,-0.01596825702609438,0.01596825702609438,0.04361990643584945,-0.08097898329941315,0.4797663099968175,0,C60510.00,CRES2016,2016,family/home,USUAL RESIDENCE OF CHILD
311802,8,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,-0.08097898329941315,0.4797663099968175,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
211203,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
211203,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
211203,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
211203,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
211203,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
211203,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
211203,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
211203,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
75604,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
75604,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
75604,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
75604,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
75604,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
75604,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
75604,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
75604,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
435403,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
435403,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
435403,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
435403,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
435403,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
435403,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
435403,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
435403,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
246202,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
246202,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
246202,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
246202,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
246202,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
246202,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
246202,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
246202,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
